  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th\
11:05:58   0.0   0.0   0.2  99.8   0.0    1    120    116   0.00E  51.00  50.00\
11:05:59   0.0   0.0   0.0 100.0   0.0    1    144    136   0.00E  50.00  50.00\
11:06:00   0.0   0.0   0.3  99.7   0.0    1   1082    916   0.00E  50.00  50.00\
11:06:01   0.0   0.0   0.2  99.8   0.0    2    122    129   0.00E  50.00  50.00\
11:06:02   0.0   0.0   0.2  99.8   0.0    1    166    180   0.00E  50.00  50.00\
11:06:03   0.0   0.0   0.2  99.8   0.0    1    111    106   0.00E  50.00  50.00\
11:06:04   0.0   0.0   0.0 100.0   0.0    1    112     97   0.00E  50.00  50.00\
11:06:05   0.2   0.0   0.2  99.5   0.0    1    485    418   0.00E  50.00  50.00\
11:06:06   0.3   0.0   0.0  99.7   0.0    1    235    207   0.00E  50.00  50.00\
11:06:07   0.0   0.0   0.2  99.8   0.0    1    136    128   0.00E  50.00  50.00\
11:06:08   0.0   0.0   0.0 100.0   0.0    1    155    144   0.00E  50.00  50.00\
11:06:09   0.0   0.0   0.2  99.8   0.0    1    137    125   0.00E  50.00  50.00\
11:06:10   0.2   0.0   0.2  99.5   0.0    1    299    256   0.00E  50.00  50.00\
11:06:11   0.0   0.0   0.2  99.8   0.0    1    118    127   0.00E  50.00  50.00\
11:06:12   0.0   0.0   0.3  99.7   0.0    1    235    167   0.00E  50.00  50.00\
11:06:13   0.0   0.0   0.0 100.0   0.0    1    120    101   0.00E  50.00  50.00\
11:06:14   0.0   0.0   0.2  99.8   0.0    1    113     88   0.00E  50.00  50.00\
11:06:15   0.0   0.0   0.2  99.5   0.2    1    311    239   0.00E  50.00  50.00\
11:06:16   0.2   0.0   0.0  99.8   0.0    1    104     91   0.00E  50.00  50.00\
11:06:17   0.0   0.0   0.0 100.0   0.0    1    140    120   0.00E  50.00  50.00\
11:06:18   0.2   0.0   0.2  99.5   0.0    1    238    180   0.00E  50.00  50.00\
11:06:19   0.0   0.0   0.3  99.7   0.0    1    124    117   0.00E  50.00  50.00\
11:06:20   0.0   0.0   0.0 100.0   0.0    2    269    227   0.00E  51.00  50.00\
11:06:21  22.1   0.0   6.8  71.1   0.0    3   1207   1000   0.00E  51.00  51.00\
11:06:22  11.6   0.0   2.5  85.9   0.0    2   1516   1447   0.00E  51.00  51.00\
11:06:23  26.4   0.0   4.2  69.4   0.0    2   5526   3409   0.00E  52.00  51.00\
11:06:24  27.2   0.0   3.5  69.3   0.0    3   5260   3596   0.00E  52.00  51.00\
11:06:25  25.2   0.0   1.7  73.1   0.0    2   5872   4079   0.00E  52.00  51.00\
11:06:26  24.3   0.0   2.0  73.7   0.0    2   5518   3756   0.00E  52.00  51.00\
11:06:27  22.6   0.0   1.0  76.3   0.0    2   5480   3419   0.00E  52.00  51.00\
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th\
11:06:28  23.0   0.0   0.8  76.3   0.0    2   5105   3357   0.00E  52.00  51.00\
11:06:29  23.5   0.0   1.0  75.2   0.3    2   5338   3496   0.00E  53.00  52.00\
11:06:30  25.1   0.0   0.8  74.2   0.0    2   6465   4297   0.00E  53.00  52.00\
11:06:31  27.1   0.0   2.4  70.5   0.0    3   5165   3502   0.00E  53.00  52.00\
11:06:32  27.2   0.0   1.9  70.9   0.0    2   5192   3410   0.00E  53.00  52.00\
11:06:33  24.2   0.0   1.0  74.6   0.3    2   5376   3362   0.00E  53.00  52.00\
11:06:34  22.8   0.0   0.8  76.5   0.0    2   5328   3522   0.00E  53.00  52.00\
11:06:35  22.6   0.0   0.8  76.6   0.0    2   5625   3840   0.00E  53.00  52.00\
11:06:36  25.3   0.0   1.2  73.4   0.0    2   5209   3563   0.00E  53.00  52.00\
11:06:37  16.9   0.0   3.7  79.2   0.2    1   2367   1755   0.00E  53.00  52.00\
11:06:38   0.3   0.0   0.0  99.7   0.0    1    127    130   0.00E  52.00  52.00\
11:06:39   0.0   0.0   0.2  99.8   0.0    1    405    451   0.00E  52.00  52.00\
11:06:40   0.3   0.0   0.0  99.7   0.0    1    899    849   0.00E  52.00  51.00\
11:06:41   0.0   0.0   0.2  99.8   0.0    1    124    122   0.00E  52.00  51.00\
11:06:42   0.0   0.0   0.3  99.7   0.0    1    257    247   0.00E  52.00  51.00\
11:06:43   0.0   0.0   0.2  99.8   0.0    1    122    108   0.00E  51.00  51.00\
11:06:44   0.0   0.0   0.3  99.7   0.0    1    208    163   0.00E  51.00  51.00\
11:06:45   0.0   0.0   0.0 100.0   0.0    1    647    546   0.00E  51.00  51.00\
11:06:46   0.0   0.0   0.2  99.8   0.0    1    128    139   0.00E  51.00  51.00\
11:06:47   0.0   0.0   0.3  99.7   0.0    1    183    195   0.00E  51.00  51.00\
11:06:48   0.0   0.0   0.2  99.8   0.0    1    242    230   0.00E  51.00  51.00\
11:06:49   0.0   0.0   0.2  99.8   0.0    1    226    172   0.00E  51.00  51.00\
11:06:50   0.2   0.0   0.2  99.5   0.0    1    304    244   0.00E  51.00  51.00\
11:06:51   0.2   0.0   0.0  99.8   0.0    1    111    104   0.00E  51.00  51.00\
11:06:52   0.0   0.0   0.5  99.5   0.0    1    104    116   0.00E  51.00  50.00\
11:06:53   0.0   0.0   0.2  99.8   0.0    1    126    121   0.00E  51.00  51.00\
11:06:54   0.2   0.0   0.0  99.8   0.0    1    265    247   0.00E  51.00  51.00\
11:06:55   0.0   0.0   0.3  99.7   0.0    1    216    181   0.00E  51.00  51.00\
11:06:56   0.0   0.0   0.2  99.8   0.0    1    138    133   0.00E  51.00  51.00\
11:06:57   0.0   0.0   0.3  99.7   0.0    1    143    150   0.00E  51.00  51.00\
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th\
11:06:58   0.0   0.0   0.2  99.8   0.0    1    104    100   0.00E  51.00  51.00\
11:06:59   0.0   0.0   0.2  99.8   0.0    1    138    125   0.00E  51.00  50.00\
11:07:00   0.0   0.0   0.2  99.5   0.2    1    439    380   0.00E  51.00  51.00\
11:07:01   0.0   0.0   0.2  99.8   0.0    1    124    140   0.00E  51.00  51.00\
11:07:02   0.0   0.0   0.0 100.0   0.0    1    121    110   0.00E  51.00  51.00\
11:07:03   0.0   0.0   0.2  99.8   0.0    1    114    115   0.00E  51.00  51.00\
11:07:04   0.3   0.0   0.0  99.7   0.0    1    122    114   0.00E  51.00  51.00\
11:07:05   0.0   0.0   0.3  99.7   0.0    1    480    429   0.00E  51.00  51.00\
11:07:06   0.0   0.0   0.0 100.0   0.0    1    223    217   0.00E  51.00  51.00\
11:07:07  16.8   0.0   5.8  77.4   0.0    2   1084    900   0.00E  52.00  51.00\
11:07:08  13.9   0.0   1.5  84.6   0.0    1    746   1056   0.00E  52.00  51.00\
11:07:09  25.7   0.0   2.1  72.2   0.0    1   5727   3485   0.00E  52.00  52.00\
11:07:10  21.2   0.0   1.6  76.9   0.3    1   6723   3927   0.00E  53.00  52.00\
11:07:11  21.0   0.0   5.1  73.9   0.0    1   5186   3393   0.00E  53.00  52.00\
11:07:12  20.9   0.0   3.9  75.2   0.0    1   5629   3987   0.00E  53.00  52.00\
11:07:13  20.8   0.0   3.6  75.6   0.0    1   5400   3453   0.00E  53.00  53.00\
11:07:14  20.8   0.0   1.8  77.3   0.0    1   5089   3437   0.00E  53.00  52.00\
11:07:15  21.4   0.0   2.8  75.7   0.0    1   6126   4128   0.00E  53.00  53.00\
11:07:16  21.0   0.0   3.4  75.6   0.0    1   5201   3400   0.00E  53.00  52.00\
11:07:17  21.0   0.0   1.6  77.4   0.0    1   5143   3481   0.00E  53.00  53.00\
11:07:18  21.5   0.0   1.6  76.9   0.0    1   6270   3491   0.00E  54.00  53.00\
11:07:19  21.3   0.0   2.8  75.9   0.0    1   5127   3417   0.00E  53.00  53.00\
11:07:20  21.6   0.0   1.0  77.4   0.0    1   6595   4470   0.00E  54.00  53.00\
11:07:21  20.6   0.0   4.3  75.1   0.0    1   5263   3450   0.00E  54.00  53.00\
11:07:22  20.8   0.0   3.8  75.4   0.0    1   5189   3445   0.00E  54.00  53.00\
11:07:23  20.1   0.0   4.5  75.4   0.0    1   3403   2285   0.00E  53.00  53.00\
11:07:24   0.0   0.0   0.2  99.8   0.0    1    280    220   0.00E  53.00  53.00\
11:07:25   0.3   0.0   0.3  99.5   0.0    1   1114    968   0.00E  53.00  52.00\
11:07:26   0.0   0.0   0.2  99.8   0.0    1    114    130   0.00E  52.00  52.00\
11:07:27   0.0   0.0   0.0 100.0   0.0    1    109    128   0.00E  52.00  52.00\
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th\
11:07:28   0.0   0.0   0.3  99.7   0.0    1    349    402   0.00E  52.00  52.00\
11:07:29   0.0   0.0   0.2  99.8   0.0    1    137    134   0.00E  52.00  52.00\
11:07:30   0.2   0.0   0.2  99.2   0.2    1   1383   1253   0.00E  52.00  52.00\
11:07:31   0.0   0.0   0.2  99.8   0.0    1    124     92   0.00E  52.00  52.00\
11:07:32   0.2   0.0   0.0  99.8   0.0    1    107     98   0.00E  52.00  52.00\
11:07:33   0.0   0.0   0.2  99.8   0.0    1    125    115   0.00E  52.00  52.00\
11:07:34   0.0   0.0   0.3  99.7   0.0    2    128    130   0.00E  52.00  52.00\
11:07:35   0.0   0.0   0.5  99.5   0.0    1    438    316   0.00E  52.00  51.00\
11:07:36   0.0   0.0   0.0 100.0   0.0    1    225    168   0.00E  52.00  51.00\
11:07:37   0.2   0.0   0.0  99.8   0.0    1    119    115   0.00E  51.00  51.00\
11:07:38   0.0   0.0   0.2  99.8   0.0    1    135    121   0.00E  52.00  52.00\
11:07:39   0.0   0.0   0.2  99.8   0.0    1    124    130   0.00E  52.00  51.00\
11:07:40   0.3   0.0   0.0  99.7   0.0    1    432    297   0.00E  52.00  52.00\
11:07:41   0.0   0.0   0.0 100.0   0.0    2    121    109   0.00E  52.00  51.00\
11:07:42   0.0   0.0   0.3  99.7   0.0    1    264    213   0.00E  52.00  51.00\
11:07:43   0.2   0.0   0.0  99.8   0.0    1    115    112   0.00E  52.00  51.00\
11:07:44   0.0   0.0   0.2  99.8   0.0    1    105    102   0.00E  51.00  51.00\
11:07:45   0.0   0.0   0.5  99.3   0.2    1    279    217   0.00E  51.00  51.00\
11:07:46   0.0   0.0   0.0 100.0   0.0    1    125    128   0.00E  52.00  51.00\
11:07:47   0.2   0.0   0.2  99.5   0.0    1    156    149   0.00E  52.00  51.00\
11:07:48   0.0   0.0   0.0 100.0   0.0    1    223    169   0.00E  51.00  51.00\
11:07:49   0.0   0.0   0.3  99.7   0.0    1    120    122   0.00E  52.00  51.00\
11:07:50   0.2   0.0   0.2  99.5   0.0    1    339    296   0.00E  51.00  52.00\
11:07:51   0.0   0.0   0.0 100.0   0.0    1    123    129   0.00E  51.00  51.00\
11:07:52   0.0   0.0   0.2  99.8   0.0    1    123    126   0.00E  52.00  51.00\
11:07:53   5.5   0.0   4.2  90.2   0.0    3    892    659   0.00E  52.00  52.00\
11:07:54  24.2   0.0   3.0  72.7   0.0    1    891   1171   0.00E  52.00  52.00\
11:07:55  18.0   0.0   2.6  79.4   0.0    3   4772   3390   0.00E  53.00  52.00\
11:07:56  23.3   0.0   0.3  76.4   0.0    2   5356   3384   0.00E  53.00  53.00\
11:07:57  21.0   0.0   2.9  76.1   0.0    2   5173   3482   0.00E  54.00  52.00\
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th\
11:07:58  21.1   0.0   2.3  76.6   0.0    3   5867   3358   0.00E  54.00  53.00\
11:07:59  20.9   0.0   2.1  77.0   0.0    2   5891   3650   0.00E  53.00  53.00\
11:08:00  21.2   0.0   2.1  76.7   0.0    3   6620   4116   0.00E  53.00  53.00\
11:08:01  20.1   0.0   1.6  78.3   0.0    2   5641   3341   0.00E  54.00  53.00\
11:08:02  19.9   0.0   1.6  78.5   0.0    2   5437   3310   0.00E  54.00  53.00\
11:08:03  19.9   0.0   1.8  78.3   0.0    3   4874   3231   0.00E  54.00  53.00\
11:08:04  19.8   0.0   2.1  78.1   0.0    2   5319   3297   0.00E  54.00  53.00\
11:08:05  20.1   0.0   1.8  77.8   0.3    2   6319   4220   0.00E  54.00  53.00\
11:08:06  20.2   0.0   2.3  77.5   0.0    2   5072   3445   0.00E  54.00  53.00\
11:08:07  20.5   0.0   2.1  77.5   0.0    2   5162   3428   0.00E  54.00  54.00\
11:08:08  21.5   0.0   1.5  76.9   0.0    2   5032   3365   0.00E  54.00  53.00\
11:08:09  22.3   0.0   2.8  74.9   0.0    2   5508   3199   0.00E  54.00  54.00\
11:08:10   5.0   0.0   0.5  94.5   0.0    1   1155    789   0.00E  53.00  53.00\
11:08:11   0.2   0.0   0.2  99.5   0.0    1    143    128   0.00E  53.00  53.00\
11:08:12   0.0   0.0   0.2  99.8   0.0    1    245    175   0.00E  53.00  53.00\
11:08:13   0.0   0.0   0.0 100.0   0.0    1    120    107   0.00E  53.00  53.00\
11:08:14   0.0   0.0   0.3  99.7   0.0    1    338    388   0.00E  53.00  53.00\
11:08:15   0.0   0.0   0.3  99.7   0.0    1    958    568   0.00E  52.00  53.00\
11:08:16   0.0   0.0   0.2  99.8   0.0    1    108    103   0.00E  52.00  52.00\
11:08:17   0.0   0.0   0.2  99.8   0.0    1    121    105   0.00E  53.00  52.00\
11:08:18   0.0   0.0   0.0 100.0   0.0    1    228    169   0.00E  53.00  52.00\
11:08:19   0.0   0.0   0.3  99.7   0.0    1    111    103   0.00E  53.00  52.00\
11:08:20   0.2   0.0   0.5  99.0   0.2    1    551    357   0.00E  52.00  52.00\
11:08:21   0.2   0.0   0.0  99.8   0.0    1    119    109   0.00E  52.00  52.00\
11:08:22   0.0   0.0   0.2  99.8   0.0    1    115     97   0.00E  52.00  52.00\
11:08:23   0.0   0.0   0.0 100.0   0.0    1    113    104   0.00E  52.00  52.00\
11:08:24   0.0   0.0   0.2  99.8   0.0    1    232    170   0.00E  52.00  52.00\
11:08:25   0.3   0.0   0.0  99.7   0.0    1    347    254   0.00E  52.00  52.00\
11:08:26   0.0   0.0   0.2  99.8   0.0    1    105     98   0.00E  52.00  52.00\
11:08:27   0.2   0.0   0.0  99.8   0.0    1    120    122   0.00E  52.00  52.00\
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s  Watts  soc-th cpu-th\
11:08:28   0.0   0.0   0.2  99.8   0.0    1    116    109   0.00E  52.00  52.00\
11:08:29   0.0   0.0   0.0 100.0   0.0    1    117    107   0.00E  52.00  52.00\
11:08:30   0.0   0.0   0.5  99.5   0.0    1    337    266   0.00E  52.00  52.00\
11:08:31   0.0   0.0   0.0 100.0   0.0    1    131    136   0.00E  52.00  52.00\
11:08:32   0.0   0.0   0.0 100.0   0.0    1    122    117   0.00E  52.00  52.00\
11:08:33   0.0   0.0   0.2  99.8   0.0    1    116    107   0.00E  52.00  52.00\
11:08:34   0.0   0.0   0.2  99.8   0.0    1    113    102   0.00E  52.00  52.00\
11:08:35   0.0   0.0   0.2  99.5   0.2    1    319    255   0.00E  52.00  52.00\
11:08:36   0.0   0.0   0.3  99.7   0.0    1    231    177   0.00E  52.00  52.00\
11:08:37   0.0   0.0   0.2  99.8   0.0    1    128    117   0.00E  52.00  52.00\
11:08:38   0.0   0.0   0.2  99.8   0.0    1    127    131   0.00E  52.00  52.00\
11:08:39   0.0   0.0   0.2  99.8   0.0    1    112    121   0.00E  52.00  52.00\
11:08:40  30.5   0.0   5.6  64.0   0.0    1   2139   1983   0.00E  53.00  53.00\
11:08:41  14.0   0.0   2.0  84.0   0.0    1   3104   2295   0.00E  53.00  53.00\
11:08:42  25.7   0.0   0.5  73.8   0.0    1   5547   3414   0.00E  54.00  53.00\
11:08:43  21.9   0.0   1.8  76.2   0.0    1   5239   3278   0.00E  54.00  53.00\
11:08:44  21.9   0.0   2.1  76.0   0.0    1   5231   3224   0.00E  54.00  53.00\
11:08:45  22.0   0.0   2.1  73.0   2.9    1   6457   4208   0.00E  54.00  54.00\
11:08:46  22.3   0.0   2.1  75.6   0.0    1   5362   3386   0.00E  54.00  54.00\
11:08:47  21.4   0.0   2.3  76.2   0.0    2   5230   3402   0.00E  54.00  53.00\
11:08:48  22.5   0.0   1.8  75.6   0.0    1   5288   3408   0.00E  54.00  54.00\
11:08:49  21.9   0.0   2.3  75.8   0.0    1   5269   3448   0.00E  54.00  53.00\
